0.040000	0.196878
0.080000	0.196551
0.120000	0.196072
0.160000	0.195497
0.200000	0.194878
0.240000	0.194268
0.280000	0.193717
0.320000	0.193274
0.360000	0.192988
0.400000	0.192904
0.440000	0.193068
0.480000	0.193523
0.520000	0.194310
0.560000	0.195469
0.600000	0.197038
0.640000	0.199052
0.680000	0.201545
0.720000	0.204550
0.760000	0.208096
0.800000	0.212210
0.840000	0.216920
0.880000	0.222247
0.920000	0.228214
0.960000	0.234839
1.000000	0.242140
1.040000	0.250131
1.080000	0.258825
1.120000	0.268233
1.160000	0.278362
1.200000	0.289219
1.240000	0.300807
1.280000	0.313129
1.320000	0.326184
1.360000	0.339969
1.400000	0.354481
1.440000	0.369712
1.480000	0.385655
1.520000	0.402300
1.560000	0.419634
1.600000	0.437643
1.640000	0.456313
1.680000	0.475626
1.720000	0.495563
1.760000	0.516105
1.800000	0.537230
1.840000	0.558915
1.880000	0.581137
1.920000	0.603870
1.960000	0.627088
2.000000	0.650764
2.040000	0.674871
2.080000	0.699379
2.120000	0.724260
2.160000	0.749482
2.200000	0.775017
2.240000	0.800832
2.280000	0.826898
2.320000	0.853182
2.360000	0.879653
2.400000	0.906279
2.440000	0.933029
2.480000	0.959871
2.520000	0.986773
2.560000	1.013704
2.600000	1.040633
2.640000	1.067530
2.680000	1.094362
2.720000	1.121101
2.760000	1.147716
2.800000	1.174179
2.840000	1.200458
2.880000	1.226527
2.920000	1.252357
2.960000	1.277919
3.000000	1.303188
3.040000	1.328134
3.080000	1.352734
3.120000	1.376959
3.160000	1.400784
3.200000	1.424184
3.240000	1.447134
3.280000	1.469609
3.320000	1.491585
3.360000	1.513038
3.400000	1.533943
3.440000	1.554277
3.480000	1.574016
3.520000	1.593137
3.560000	1.611617
3.600000	1.629432
3.640000	1.646559
3.680000	1.662974
3.720000	1.678655
3.760000	1.693578
3.800000	1.707719
3.840000	1.721055
3.880000	1.733562
3.920000	1.745217
3.960000	1.755994
4.000000	1.765870
4.040000	1.774821
4.080000	1.782820
4.120000	1.789844
4.160000	1.795866
4.200000	1.800862
4.240000	1.804805
4.280000	1.807670
4.320000	1.809429
4.360000	1.810057
4.400000	1.809526
4.440000	1.807809
4.480000	1.804880
4.520000	1.800711
4.560000	1.795275
4.600000	1.788544
4.640000	1.780491
4.680000	1.771090
4.720000	1.760312
4.760000	1.748132
4.800000	1.734522
4.840000	1.719458
4.880000	1.702913
4.920000	1.684863
4.960000	1.665284
5.000000	1.644153
5.040000	1.621450
5.080000	1.597152
5.120000	1.571242
5.160000	1.543702
5.200000	1.514517
5.240000	1.483673
5.280000	1.451160
5.320000	1.416968
5.360000	1.381093
5.400000	1.343532
5.440000	1.304285
5.480000	1.263357
5.520000	1.220754
5.560000	1.176490
5.600000	1.130579
5.640000	1.083043
5.680000	1.033907
5.720000	0.983199
5.760000	0.930955
5.800000	0.877215
5.840000	0.822024
5.880000	0.765430
5.920000	0.707490
5.960000	0.648263
6.000000	0.587815
6.040000	0.526214
6.080000	0.463535
6.120000	0.399856
6.160000	0.335259
6.200000	0.269830
6.240000	0.203656
6.280000	0.136829
6.320000	0.069439
6.360000	0.001582
6.400000	-0.066649
6.440000	-0.135159
6.480000	-0.203856
6.520000	-0.272647
6.560000	-0.341441
6.600000	-0.410152
6.640000	-0.478695
6.680000	-0.546988
6.720000	-0.614955
6.760000	-0.682523
6.800000	-0.749625
6.840000	-0.816198
6.880000	-0.882185
6.920000	-0.947533
6.960000	-1.012198
7.000000	-1.076139
7.040000	-1.139320
7.080000	-1.201712
7.120000	-1.263291
7.160000	-1.324039
7.200000	-1.383942
7.240000	-1.442991
7.280000	-1.501182
7.320000	-1.558516
7.360000	-1.614995
7.400000	-1.670628
7.440000	-1.725427
7.480000	-1.779406
7.520000	-1.832582
7.560000	-1.884974
7.600000	-1.936606
7.640000	-1.987501
7.680000	-2.037685
7.720000	-2.087186
7.760000	-2.136031
7.800000	-2.184251
7.840000	-2.231876
7.880000	-2.278938
7.920000	-2.325467
7.960000	-2.371496
8.000000	-2.417057
8.040000	-2.462181
8.080000	-2.506902
8.120000	-2.551251
8.160000	-2.595260
8.200000	-2.638960
8.240000	-2.682381
8.280000	-2.725554
8.320000	-2.768509
8.360000	-2.811276
8.400000	-2.853881
8.440000	-2.896354
8.480000	-2.938721
8.520000	-2.981008
8.560000	-3.023240
8.600000	-3.065443
8.640000	-3.107639
8.680000	-3.149852
8.720000	-3.192102
8.760000	-3.234411
8.800000	-3.276798
8.840000	-3.319282
8.880000	-3.361879
8.920000	-3.404607
8.960000	-3.447481
9.000000	-3.490513
9.040000	-3.533717
9.080000	-3.577104
9.120000	-3.620684
9.160000	-3.664465
9.200000	-3.708453
9.240000	-3.752655
9.280000	-3.797074
9.320000	-3.841710
9.360000	-3.886566
9.400000	-3.931639
9.440000	-3.976925
9.480000	-4.022418
9.520000	-4.068112
9.560000	-4.113997
9.600000	-4.160059
9.640000	-4.206287
9.680000	-4.252662
9.720000	-4.299167
9.760000	-4.345779
9.800000	-4.392477
9.840000	-4.439235
9.880000	-4.486023
9.920000	-4.532812
9.960000	-4.579569
10.000000	-4.626259
10.040000	-4.672844
10.080000	-4.719285
10.120000	-4.765540
10.160000	-4.811566
10.200000	-4.857318
10.240000	-4.902748
10.280000	-4.947807
10.320000	-4.992446
10.360000	-5.036613
10.400000	-5.080257
10.440000	-5.123323
10.480000	-5.165759
10.520000	-5.207511
10.560000	-5.248524
10.600000	-5.288746
10.640000	-5.328122
10.680000	-5.366600
10.720000	-5.404128
10.760000	-5.440655
10.800000	-5.476133
10.840000	-5.510513
10.880000	-5.543750
10.920000	-5.575800
10.960000	-5.606622
11.000000	-5.636176
11.040000	-5.664426
11.080000	-5.691339
11.120000	-5.716883
11.160000	-5.741032
11.200000	-5.763759
11.240000	-5.785044
11.280000	-5.804869
11.320000	-5.823219
11.360000	-5.840082
11.400000	-5.855451
11.440000	-5.869321
11.480000	-5.881691
11.520000	-5.892563
11.560000	-5.901942
11.600000	-5.909839
11.640000	-5.916264
11.680000	-5.921234
11.720000	-5.924768
11.760000	-5.926887
11.800000	-5.927616
11.840000	-5.926983
11.880000	-5.925019
11.920000	-5.921756
11.960000	-5.917230
12.000000	-5.911481
12.040000	-5.904549
12.080000	-5.896476
12.120000	-5.887309
12.160000	-5.877093
12.200000	-5.865879
12.240000	-5.853716
12.280000	-5.840658
12.320000	-5.826757
12.360000	-5.812069
12.400000	-5.796649
12.440000	-5.780555
12.480000	-5.763846
12.520000	-5.746578
12.560000	-5.728812
12.600000	-5.710608
12.640000	-5.692025
12.680000	-5.673123
12.720000	-5.653963
12.760000	-5.634605
12.800000	-5.615108
12.840000	-5.595532
12.880000	-5.575936
12.920000	-5.556379
12.960000	-5.536919
13.000000	-5.517612
13.040000	-5.498516
13.080000	-5.479686
13.120000	-5.461177
13.160000	-5.443042
13.200000	-5.425334
13.240000	-5.408105
13.280000	-5.391405
13.320000	-5.375283
13.360000	-5.359788
13.400000	-5.344966
13.440000	-5.330863
13.480000	-5.317524
13.520000	-5.304992
13.560000	-5.293308
13.600000	-5.282514
13.640000	-5.272648
13.680000	-5.263749
13.720000	-5.255855
13.760000	-5.248999
13.800000	-5.243217
13.840000	-5.238541
13.880000	-5.235004
13.920000	-5.232635
13.960000	-5.231463
14.000000	-5.231517
14.040000	-5.232822
14.080000	-5.235403
14.120000	-5.239283
14.160000	-5.244485
14.200000	-5.251028
14.240000	-5.258932
14.280000	-5.268214
14.320000	-5.278888
14.360000	-5.290969
14.400000	-5.304468
14.440000	-5.319396
14.480000	-5.335759
14.520000	-5.353565
14.560000	-5.372816
14.600000	-5.393514
14.640000	-5.415658
14.680000	-5.439245
14.720000	-5.464268
14.760000	-5.490720
14.800000	-5.518588
14.840000	-5.547860
14.880000	-5.578518
14.920000	-5.610542
14.960000	-5.643910
15.000000	-5.678596
